[nb-items] 40
[nb-objectives] 4
[nb-pareto] 597
[nb-lorenz] 12
[runtime] 16.209441900253296
[format] f1 f2 f3 f4 isLorenzND
[vector] 13499 14362 11250 17122 False
[vector] 14304 14817 14333 14547 False
[vector] 15537 15755 12519 15944 False
[vector] 14476 14741 13855 15601 False
[vector] 14145 15194 12239 16794 False
[vector] 16902 12859 11899 13430 False
[vector] 14735 15465 13923 15369 False
[vector] 13849 14280 11780 17120 False
[vector] 14493 15782 12533 16168 False
[vector] 16194 15453 11913 14770 False
[vector] 16014 15619 12388 15164 False
[vector] 14188 15225 14311 14427 False
[vector] 15106 16125 12662 14490 False
[vector] 14250 15984 12298 15668 False
[vector] 15592 14986 13548 14128 False
[vector] 14390 14419 14275 14758 False
[vector] 16327 13968 11513 16042 False
[vector] 14678 16053 13216 15119 False
[vector] 15420 13916 14049 14779 False
[vector] 17093 12946 10491 13784 False
[vector] 14075 15410 13981 14480 False
[vector] 16502 14782 11958 15026 False
[vector] 16493 14242 12613 15578 False
[vector] 14985 15949 12856 15573 False
[vector] 12986 12639 14911 13574 False
[vector] 15402 16012 12352 15110 False
[vector] 15433 13834 14190 15127 False
[vector] 16201 15217 11602 15731 False
[vector] 16930 13645 11872 14036 False
[vector] 14290 15971 12242 15484 False
[vector] 16699 13887 12042 13466 False
[vector] 15443 14065 14157 14143 False
[vector] 14912 13379 14514 13985 False
[vector] 15032 15418 13369 16026 False
[vector] 15134 14957 12794 16456 False
